0,0.266823
1,0.265671
2,0.266306
3,0.268277
4,0.271455
5,0.273328
6,0.277466
7,0.28713
8,0.290575
9,0.301524
10,0.311889
11,0.317845
12,0.329119
13,0.340143
14,0.343419
15,0.350888
16,0.359251
17,0.361128
18,0.368565
19,0.364024
20,0.367782
21,0.37299
22,0.37924
23,0.382355
24,0.385048
25,0.383351
26,0.383116
27,0.3779
28,0.37732
29,0.376544
30,0.372057
31,0.371457
32,0.370243
33,0.369459
34,0.370368
35,0.370497
36,0.368581
37,0.370713
38,0.37257
39,0.370564
40,0.372943
41,0.372445
42,0.36833
43,0.367076
44,0.349693
45,0.349136
46,0.34742
47,0.346319
48,0.34452
49,0.343015
50,0.342713
51,0.33972
52,0.339065
53,0.339002
54,0.338579
55,0.338716
56,0.33814
57,0.337435
58,0.336945
59,0.336886
60,0.336408
61,0.335476
62,0.333602
63,0.331984
64,0.331141
65,0.329625
66,0.328539
67,0.327458
68,0.32716
69,0.317512
70,0.318029
71,0.319511
72,0.320008
73,0.32069
74,0.320964
75,0.321799
76,0.320322
77,0.320514
78,0.320149
79,0.322771
80,0.324456
81,0.326956
82,0.331878
83,0.335464
84,0.344406
85,0.353768
86,0.356856
87,0.366747
88,0.377614
89,0.38145
90,0.39294
91,0.402984
92,0.407608
93,0.418514
94,0.426049
95,0.429588
96,0.436806
97,0.443119
98,0.450146
99,0.454876
100,0.460362
101,0.463799
102,0.468148
103,0.469042
104,0.469371
105,0.467498
106,0.468364
107,0.468799
108,0.469046
109,0.466949
110,0.467659
111,0.463434
112,0.460875
113,0.459676
114,0.456953
115,0.454927
116,0.451733
117,0.448884
118,0.447485
119,0.437457
120,0.440745
121,0.446552
122,0.448637
123,0.45488
124,0.460785
125,0.463105
126,0.468246
127,0.471468
128,0.472545
129,0.474042
130,0.477898
131,0.478024
132,0.480743
133,0.481504
134,0.483369
135,0.486041
136,0.487186
137,0.485701
138,0.486422
139,0.483165
140,0.484012
141,0.481453
142,0.480912
143,0.48005
144,0.463344
145,0.463509
146,0.464598
147,0.462698
148,0.461922
149,0.460025
150,0.457031
151,0.453959
152,0.450902
153,0.447877
154,0.442974
155,0.440071
156,0.435858
157,0.4315
158,0.430203
159,0.426496
160,0.424823
161,0.422946
162,0.42101
163,0.418588
164,0.417287
165,0.415449
166,0.413705
167,0.413345
168,0.412757
169,0.401064
170,0.401326
171,0.400456
172,0.397674
173,0.397368
174,0.395836
175,0.395385
176,0.394939
177,0.395209
178,0.395001
179,0.394225
180,0.393508
181,0.392384
182,0.391486
183,0.392062
184,0.391619
185,0.391474
186,0.390244
187,0.389017
188,0.388602
189,0.388559
190,0.387806
191,0.387752
192,0.386756
193,0.386078
194,0.381109
195,0.381282
196,0.381513
197,0.381391
198,0.381395
199,0.381466
200,0.381415
201,0.382116
202,0.38225
203,0.382258
204,0.381772
205,0.381568
206,0.38158
207,0.381591
208,0.381646
209,0.381701
210,0.381791
211,0.382015
212,0.381838
213,0.381803
214,0.381736
215,0.382324
216,0.382046
217,0.382077
218,0.382069
219,0.382171
220,0.382567
221,0.382453
222,0.383269
223,0.382986
224,0.382939
225,0.382681
226,0.382685
227,0.382465
228,0.382406
229,0.382167
230,0.382207
231,0.381881
232,0.38216
233,0.381983
234,0.382191
235,0.38241
236,0.382438
237,0.382136
238,0.381305
239,0.381137
